title,abstract,mark
急救改用吸痰机，武汉疫情一天死亡人数减半,刘良教授已经在个人社交账号上辟谣：以下内容我不知道信息来源，也不知道是谁发的。我没有干预任何个例的临床治疗，每个病例都有他的不同特点，功劳是广大一线医护人员的。死亡人数减半也说得十分含混。较真查阅数据发现，2月24日武汉市新增新冠肺炎死亡病例56例，较23日的131例的下降了一半。但国家卫健委专家组成员邱海波对此现象解释：谨慎地认为这是一个转变。现在病死人数下降，是此前采取一系列措施逐渐发挥效果。解剖学结果，并不提示呼吸机造成痰栓的形成。主要是告诉我们在处理重症病人时要注意“气管痰栓”这个现象。实际临床情况复杂，只要病人有需要，无论是用吸痰机、呼吸机或者ECMO都没错，要避免一刀切。,1
李跃华的穴位注射苯酚疗法对新冠肺炎治疗有效,针灸是一种传统医学中的治疗方式。此前针对针灸到底是否有效，是有一些高质量的研究的，但研究的结论并不一致。针灸到底有没有效，现在很难判断，其疗效，一直被认为主要是安慰剂效应。之前有体外实验显示苯酚对SARS病毒有一定的抑制作用，但所需要的浓度较高。SARS与新冠病毒的基因相似度超过80%，因此，苯酚有可能对新冠病毒有效，但多大浓度的苯酚能起效，目前还不清楚。而苯酚本身是一种有毒的化合物，超过正常浓度上限即可对皮肤、粘膜有强烈的腐蚀作用，如果针灸时刺破皮肤，苯酚进入血液，还可能损害神经系统，或损害肝、肾功能。,3
意大利尤文图斯俱乐部有三名球员感染新冠病毒,据腾讯体育报道，并非“尤文图斯俱乐部有三名球员感染新冠病毒”，而是尤文图斯U23梯队的对手皮亚内塞队，存在3名球员、1名教练确诊新冠肺炎的情况。据《太阳报》报道，尤文图斯内部已经对球员们进行新冠病毒检测，目前还未发现阳性检测结果。尤文内部的线人透露：“尤文内部非常认真对待这个情况，已经告知所有球员要勤洗手。”尤文内部会密切观察球员们的状况。,1
一封来自武大女博士新冠肺炎的遗书,武汉大学官微已辟谣：经核实，自新冠肺炎疫情以来，我校796名留校学生除一名硕士生外，再无被感染者；我校在读学生亦无感染新冠病毒而去世者。另，我校在读（含保留学籍、休学）贵州籍女博士生14人，无姜、江或蒋姓女生；14人中年龄为30岁和31岁的女博士生共3位，均确认平安。根据“女三十一岁”“自从十八岁考入武大已经十二个年头了”“贵州大山走出来的理科状元”等信息，较真推测这位“武大女博士”是贵州省2007-2010年的高考生（为避免遗漏，故将时间范围放宽），但较真查询了贵州省2007-2009年高考理科状元名单，并未发现姜、江或蒋姓女生高考状元。,1
大批华侨包机从国外回安徽避难,经查，该信息不实。截至2月29日，安徽歙县近期只有郑村镇棠樾村1家7口从意大利返回，该7人从意大利博洛尼亚出发，于2月27日凌晨5时左右到达歙县郑村镇棠樾村。2月27日上午，郑村镇即成立包保专班，对该户7人实行严格的居家隔离医学观察措施。2月29日，县指挥部已研定将该户采取集中定点隔离医学观察14天。,1
河南省正式公布各市县区疫情等级名单,2月29日上午，河南省卫生健康委宣传处相关负责人表示，不知道（网传的名单）是从哪儿出来的，目前没有这个名单。2月19日，河南省新型冠状病毒感染的肺炎疫情防控指挥部印发《关于科学防治精准施策分区分级做好新冠肺炎疫情防控工作的实施意见》，明确了全省以县(市、区)为单位，依据疫情风险等级从高到低进行划分，2月21日下午，河南省政府再次强调，对分类名单实施动态调整，不搞“一刀切”。此后便无河南县(市、区)疫情风险等级分类的公开报道。网传的“河南省各市县区疫情等级来了”的分类名单，在表述上与官方有异，官方的表述为“县(市、区)”，而非“市县区”。从这一点，也能佐证网传的分类名单最起码“不正规”。,1
湖南益阳一武大学生传染了爷爷，并接触790人,"据益阳市资阳区疾控中心核实，该信息为谣言。2月28日0-24时，湖南新增确诊病例数据已由湖南省卫健委通过权威媒体公布 , 其中益阳市报告新增新冠肺炎确诊病例 1 例，该病例系一名81岁的男性，确诊前与武汉归益人员（其大女李某，49岁）有密切接触史；2月29日无新增病例。传言中所提及内容为当前确诊病例信息与近两天网上流传的疫情不实信息混合拼接而成，消息不属实。",1
物美员工出现群体性发热，涉及北京7家门店,2月29日，物美联合美廉美发布澄清说明，表示自疫情以来，物美及美廉美所有门店从未出现过员工群体性发热事件，也从未出现过一例新冠确诊病例和疑似病例，相关传闻纯属谣言。针对有三名员工因出现感冒症状就医一事，物美集团2月28日已经发布过一次声明称：“2月25日上午，物美发展学院有三名员工因出现感冒症状前往医院就诊，当天医院进行咽拭子检测，结果显示均为阴性。”针对网传“望京麒麟社物美有确诊病例”，2月28日，望京街道疫情防控工作领导小组办公室也发布通报称，望京麒麟社物美有发热员工由120救护车送至医院就诊，排除新冠肺炎。网传“望京麒麟社物美有确诊病例”为虚假消息。,1
韩国人去青岛躲避疫情导致航班爆满，入境不用被隔离,该说法并不属实。《红星新闻》采访青岛公安局出入境管理局工作人员获悉，韩国飞青岛票价暴增，是因为最近航班大幅减少，目前韩国游客入境数量跟往常并无太大差别。第一财经记者从签证申请中心了解到，目前韩国公民申请中国签证的数量，相较于往年不仅没有大幅度增加，甚至略有减少。中国驻韩使馆也回应称2月24日韩国出中国签的数量只有几百个，重灾区附近的釜山只有20几个。目前前往中国的航班，绝大多数还是中国乘客，韩国公民向中国大规模“逃跑”的事情并不存在。根据青岛海关公布的信息，目前国际航班旅客入境后，都由青岛市城阳区疫情指挥部评估，根据不同情况进行相应处理，也不存在“不隔离”的说法。,1
喝单枞茶可以预防新冠肺炎,网络流传的“钟南山发布多喝单枞茶对防止肺炎有重大效果”的截图是假的，他本人没有说过这样的话。单枞是一种氧化程度较深的乌龙茶，氧化程度比绿茶和白茶深，但不如红茶完全。各种茶中的化学成分种类差别不大，只是相对含量不同。在一些细胞实验和动物实验中，茶的提取物显示了一定的“生理功能”，包括抑制病毒和抗氧化等等，但这样的实验结果不能演绎扩展成人喝茶就有同样的功效。即便是这些细胞实验和动物实验中的作用，也跟“预防新冠肺炎”没有什么关系。,1
洋葱可以吸附新冠病毒,洋葱能散发刺鼻的气味，但产生这种气味的物质（硫化丙烯等）对于新冠病毒并没有吸附能力。洋葱具有致密光滑的表面，对于病毒或者其他物质并没有突出的吸附能力。,1
日本除菌卡（消毒卡）挂身上能预防新型冠状病毒,不建议使用除菌卡（消毒卡）来预防新型冠状病毒。除菌卡里面主要的成分是二氧化氯生成剂，二氧化氯属于替代含氯消毒剂，毒性较传统的含氯消毒剂小得多。新型冠状病毒能被含氯消毒剂灭活，从成分上看，二氧化氯是能够灭活新冠病毒的。但需要注意的是，消毒卡是通过产生二氧化氯气体来进行消毒，二氧化氯作为气体时，自身的不稳定性高，常压下，气体二氧化氯的体积超过10 kPa（约10%体积），稍受激发就可能分解自爆，很危险。即便未发生爆炸，吸入二氧化氯，也可能会损伤人体的呼吸道黏膜，或造成皮肤过敏。因此，不建议使用消毒卡来防护新冠病毒感染。防范新冠病毒，最有效的措施还是戴口罩、勤洗手、少外出、多通风。,3
深圳一“新冠肺炎已治愈患者”闯地铁致安检员被隔离,该男子86岁，1月26日确诊新冠肺炎，2月17日治愈出院。近期由于身体有其他不适，前往华中科技大学协和深圳医院（南山医院）就诊。2月24日，他从华中科技大学协和深圳医院（南山医院）自行离开，在地铁1号线桃园站乘坐地铁时，因口罩佩戴不正确被地铁安检人员多次劝说，最后未上地铁从桃园站离开。随后南山医院医务人员联系车站，确定该不正确佩戴口罩的男子正是从医院自行离开的新冠肺炎已治愈患者。据深圳市地铁运营管理办公室林青海介绍，接到医院反映情况后，车站立即对出入口、车站站厅和安检机进行了全面的消杀消毒，并对与该名患者接触的两名安检员进行了为期14天的隔离。目前，隔离的两名安检人员体温和各项指标都正常。,2
 对新冠肺炎患者，低分子肝素可以有效治疗血栓,抗凝药物（比如低分子肝素）来防治弥散性血管内凝血（DIC）有着理论基础。因为DIC早期的病生理表现为广泛的凝血，在这个阶段给病人加用低分子肝素可能有助于防止血栓的形成，防止病情恶化。不排除有些重症新冠病毒肺炎患者接受了低分子肝素治疗的可能性。但是在临床实践中，目前并没有推荐所有新冠病毒感染病人常规应用低分子肝素来防治DIC。其主要原因在于目前仍缺乏高质量的临床研究结果来证实这种用药方案的有效性和安全性。低分子肝素仍然存在着导致病人出血的风险。,3
